id,csv_row,label,jev_prediction,jev_p_positive,jev_correct,qwen_prediction,qwen_raw,qwen_correct
gh-851959,733,positive,positive,1.0000,true,positive,positive,true
gh-373889,3843,positive,positive,1.0000,true,positive,positive,true
gh-59269,5967,positive,positive,0.9000,true,positive,positive,true
gh-405055,2044,negative,negative,0.0600,true,negative,negative,true
gh-245514,2666,positive,positive,1.0000,true,positive,positive,true
gh-4496403,3718,positive,positive,1.0000,true,positive,positive,true
gh-3892195,3059,positive,positive,0.9900,true,positive,positive,true
gh-1330782,4540,negative,negative,0.0000,true,negative,negative,true
gh-47915,3040,positive,positive,0.9800,true,positive,positive,true
gh-238761,5395,positive,positive,0.8500,true,positive,positive,true
gh-184321,200,positive,positive,0.6500,true,positive,positive,true
gh-1228809,1077,negative,negative,0.0000,true,negative,negative,true
gh-568743,28,negative,negative,0.0000,true,negative,negative,true
gh-600103,2430,positive,positive,0.9900,true,positive,positive,true
gh-1094524,2059,negative,negative,0.0000,true,negative,negative,true
gh-346428,4586,positive,positive,1.0000,true,positive,positive,true
gh-5034403,6395,negative,positive,0.6600,false,positive,positive,false
gh-120238,2920,positive,positive,1.0000,true,positive,positive,true
gh-998908,533,positive,positive,0.8400,true,positive,positive,true
gh-264221,2650,positive,positive,0.5500,true,positive,positive,true
gh-210506,1811,negative,negative,0.3700,true,positive,positive,false
gh-1016187,1794,negative,negative,0.0000,true,negative,negative,true
gh-2028572,1973,negative,negative,0.4300,true,positive,positive,false
gh-4508912,4701,positive,positive,1.0000,true,positive,positive,true
gh-1180930,3553,negative,negative,0.0100,true,negative,negative,true
gh-4508013,4703,positive,positive,1.0000,true,positive,positive,true
gh-1281989,1100,negative,negative,0.0400,true,negative,negative,true
gh-1379768,951,positive,positive,0.9400,true,positive,positive,true
gh-116187,2928,positive,positive,1.0000,true,positive,positive,true
gh-2280164,2837,positive,positive,1.0000,true,positive,positive,true
gh-4342903,6587,positive,negative,0.2900,false,positive,positive,true
gh-294701,2629,positive,positive,1.0000,true,positive,positive,true
gh-1835110,1939,negative,negative,0.0000,true,negative,negative,true
gh-492641,1528,negative,negative,0.0100,true,negative,negative,true
gh-406500,464,positive,negative,0.1600,false,positive,positive,true
gh-3554405,2711,positive,positive,1.0000,true,positive,positive,true
gh-4150294,5687,negative,negative,0.0600,true,negative,negative,true
gh-1379501,354,positive,positive,1.0000,true,positive,positive,true
gh-2023759,1512,negative,negative,0.0000,true,negative,negative,true
gh-2302653,4850,positive,positive,0.9700,true,positive,positive,true
gh-2030724,4521,negative,negative,0.0200,true,positive,positive,false
gh-148730,2862,positive,positive,1.0000,true,positive,positive,true
gh-5008207,4129,negative,negative,0.0000,true,negative,negative,true
gh-2823575,2382,positive,positive,1.0000,true,positive,positive,true
gh-3153796,4436,negative,positive,0.8700,false,positive,positive,false
gh-794005,6820,positive,positive,1.0000,true,positive,positive,true
gh-2837884,71,positive,positive,1.0000,true,positive,positive,true
gh-2286115,4455,negative,positive,0.5600,false,positive,positive,false
gh-1728014,4376,negative,negative,0.0100,true,positive,positive,false
gh-1209660,1789,negative,negative,0.0000,true,negative,negative,true
gh-2421216,1017,negative,negative,0.0000,true,negative,negative,true
gh-784412,745,positive,positive,0.9900,true,positive,positive,true
gh-2280511,1059,negative,negative,0.0000,true,negative,negative,true
gh-1976045,2365,positive,positive,0.9200,true,positive,positive,true
gh-4304410,4878,positive,positive,1.0000,true,positive,positive,true
gh-2349632,1602,negative,negative,0.0800,true,negative,negative,true
gh-1733987,2218,negative,negative,0.0800,true,negative,negative,true
gh-408154,1875,negative,negative,0.0000,true,negative,negative,true
gh-541498,1857,negative,negative,0.0000,true,negative,negative,true
gh-1095678,5997,positive,positive,0.8100,true,negative,negative,false
gh-477154,396,positive,positive,1.0000,true,positive,positive,true
gh-4086465,4648,positive,positive,0.7200,true,positive,positive,true
gh-730904,2500,positive,positive,1.0000,true,positive,positive,true
gh-1525162,54,positive,positive,0.9600,true,positive,positive,true
gh-2287877,3760,negative,negative,0.0100,true,negative,negative,true
gh-610436,4342,negative,positive,0.6900,false,positive,positive,false
gh-1006415,1169,negative,negative,0.0200,true,negative,negative,true
gh-2491336,4308,negative,negative,0.4200,true,positive,positive,false
gh-461111,3929,negative,negative,0.0800,true,negative,negative,true
gh-549048,6068,negative,negative,0.0200,true,negative,negative,true
gh-1272708,2662,positive,positive,1.0000,true,positive,positive,true
gh-629341,4845,positive,positive,0.9600,true,positive,positive,true
gh-1991348,2952,positive,positive,1.0000,true,positive,positive,true
gh-669351,5327,positive,positive,1.0000,true,positive,positive,true
gh-425984,5362,positive,positive,0.6800,true,positive,positive,true
gh-117384,2924,positive,positive,1.0000,true,positive,positive,true
gh-518529,4172,negative,negative,0.0700,true,positive,positive,false
gh-3924280,4729,positive,positive,0.8400,true,positive,positive,true
gh-1872118,1300,negative,negative,0.0000,true,negative,negative,true
gh-2278342,1057,negative,negative,0.0000,true,negative,negative,true
gh-1301331,571,positive,positive,1.0000,true,positive,positive,true
gh-144581,1076,negative,negative,0.0000,true,negative,negative,true
gh-68887,3008,positive,positive,0.9300,true,positive,positive,true
gh-3903116,717,positive,positive,1.0000,true,positive,positive,true
gh-2064236,2891,positive,positive,1.0000,true,positive,positive,true
gh-5831576,4097,negative,negative,0.0100,true,negative,negative,true
gh-825059,2493,positive,negative,0.0100,false,negative,negative,false
gh-392606,1750,negative,negative,0.3500,true,positive,positive,false
gh-52100,2871,positive,positive,0.7800,true,positive,positive,true
gh-1320231,1953,negative,negative,0.0000,true,negative,negative,true
gh-855622,272,negative,negative,0.0000,true,negative,negative,true
gh-587948,1743,negative,negative,0.0000,true,negative,negative,true
gh-1941645,4814,positive,positive,1.0000,true,positive,positive,true
gh-1686526,129,negative,negative,0.4900,true,negative,negative,true
gh-412692,1337,negative,negative,0.0000,true,negative,negative,true
gh-3342453,5718,negative,positive,1.0000,false,positive,positive,false
gh-2147438,312,negative,negative,0.1100,true,positive,positive,false
gh-528865,4848,positive,positive,0.9000,true,positive,positive,true
gh-2267878,2823,positive,negative,0.0000,false,negative,negative,false
gh-4086421,4610,positive,positive,1.0000,true,positive,positive,true
gh-4093982,2518,positive,negative,0.0000,false,negative,negative,false
gh-151410,2787,positive,positive,1.0000,true,positive,positive,true
gh-3871467,7104,positive,positive,1.0000,true,positive,positive,true
gh-1760439,1910,negative,negative,0.0000,true,negative,negative,true
gh-1124972,1174,negative,negative,0.0300,true,negative,negative,true
gh-2032205,4813,positive,positive,0.9300,true,positive,positive,true
gh-2300399,1588,negative,negative,0.0000,true,negative,negative,true
gh-659972,780,positive,positive,1.0000,true,positive,positive,true
gh-86106,2978,positive,positive,0.8300,true,positive,positive,true
gh-2136478,2039,negative,negative,0.2100,true,negative,negative,true
gh-4097188,1356,positive,positive,1.0000,true,positive,positive,true
gh-3665197,1015,negative,negative,0.3900,true,positive,positive,false
gh-39456,320,negative,negative,0.0000,true,negative,negative,true
gh-773621,1706,negative,negative,0.0100,true,negative,negative,true
gh-3762173,4366,negative,negative,0.0100,true,negative,negative,true
gh-19018,2275,negative,negative,0.0100,true,negative,negative,true
gh-656858,6826,negative,negative,0.0000,true,negative,negative,true
gh-791057,6060,negative,positive,0.7300,false,positive,positive,false
gh-2349735,2141,negative,negative,0.0400,true,negative,negative,true
gh-769625,1155,negative,negative,0.0200,true,negative,negative,true
gh-467973,2458,positive,positive,0.9900,true,positive,positive,true
gh-437164,2048,negative,negative,0.0000,true,negative,negative,true
gh-194960,2528,positive,positive,1.0000,true,positive,positive,true
gh-1608079,1516,negative,negative,0.0600,true,positive,positive,false
gh-2711031,4248,positive,positive,0.9900,true,positive,positive,true
gh-683451,4842,positive,positive,0.9700,true,positive,positive,true
gh-1501872,5929,negative,positive,0.6800,false,positive,positive,false
gh-107038,1753,negative,negative,0.0100,true,negative,negative,true
gh-866290,2925,positive,positive,1.0000,true,positive,positive,true
gh-3846873,5976,positive,positive,0.9900,true,positive,positive,true
gh-1040649,2066,negative,negative,0.1000,true,negative,negative,true
gh-51284,3029,positive,positive,0.9800,true,positive,positive,true
gh-784044,3566,negative,negative,0.0000,true,negative,negative,true
gh-269614,6852,positive,positive,0.8300,true,positive,positive,true
gh-91583,4865,positive,positive,1.0000,true,positive,positive,true
gh-262787,2655,positive,positive,0.7900,true,positive,positive,true
gh-2062974,2890,positive,positive,1.0000,true,positive,positive,true
gh-2023174,2352,positive,positive,0.9800,true,positive,positive,true
gh-69224,5084,positive,positive,1.0000,true,positive,positive,true
gh-13486,916,negative,negative,0.0000,true,negative,negative,true
gh-1349806,2448,positive,positive,1.0000,true,positive,positive,true
gh-2282131,5912,negative,negative,0.0000,true,negative,negative,true
gh-44524,3047,positive,positive,0.9300,true,positive,positive,true
gh-2003104,2359,positive,positive,0.6800,true,positive,positive,true
gh-1316522,1253,negative,negative,0.0000,true,negative,negative,true
gh-3419830,1550,negative,negative,0.0100,true,negative,negative,true
gh-263422,6012,positive,positive,1.0000,true,positive,positive,true
gh-2782160,191,positive,positive,0.6400,true,positive,positive,true
gh-1785529,5459,negative,negative,0.0500,true,negative,negative,true
gh-5949518,4489,negative,negative,0.0000,true,negative,negative,true
gh-2397166,2612,positive,negative,0.4000,false,positive,positive,true
gh-5004340,4206,positive,positive,0.9500,true,positive,positive,true
gh-105884,1624,negative,positive,0.6000,false,positive,positive,false
gh-51481,3031,positive,positive,1.0000,true,positive,positive,true
gh-2293027,5913,negative,negative,0.0000,true,negative,negative,true
gh-2795,2303,negative,negative,0.0100,true,negative,negative,true
gh-422507,5982,positive,negative,0.4100,false,positive,positive,true
gh-4359032,6752,negative,negative,0.2100,true,positive,positive,false
gh-1447332,983,negative,positive,0.9700,false,positive,positive,false
gh-188373,1036,negative,negative,0.1400,true,positive,positive,false
gh-2771964,1985,negative,negative,0.0500,true,negative,negative,true
gh-4176354,4601,positive,positive,1.0000,true,positive,positive,true
gh-4186097,4449,negative,negative,0.3300,true,negative,negative,true
gh-467951,2457,positive,positive,1.0000,true,positive,positive,true
gh-999429,703,positive,positive,0.8100,true,positive,positive,true
gh-1049570,2956,positive,positive,1.0000,true,positive,positive,true
gh-933262,1289,negative,negative,0.3500,true,negative,negative,true
gh-956170,4379,negative,negative,0.0200,true,negative,negative,true
gh-91479,6164,negative,positive,0.5200,false,positive,positive,false
gh-2594590,4409,negative,negative,0.0000,true,negative,negative,true
gh-1998500,1976,negative,negative,0.0100,true,negative,negative,true
gh-2746527,6962,positive,positive,0.7600,true,positive,positive,true
gh-5180887,4180,negative,negative,0.4200,true,positive,positive,false
gh-1881565,4416,negative,positive,0.8700,false,positive,positive,false
gh-4431520,4835,positive,positive,1.0000,true,positive,positive,true
gh-686977,4689,positive,positive,0.9400,true,positive,positive,true
gh-5716871,3269,positive,positive,0.9900,true,positive,positive,true
gh-3241151,3094,positive,positive,1.0000,true,positive,positive,true
gh-478707,6051,negative,negative,0.0500,true,negative,negative,true
gh-328080,2178,negative,negative,0.0000,true,negative,negative,true
gh-16061,5249,negative,negative,0.0000,true,negative,negative,true
gh-670483,2510,positive,positive,0.9900,true,positive,positive,true
gh-48714,3037,positive,positive,1.0000,true,positive,positive,true
gh-657645,6075,negative,negative,0.0900,true,negative,negative,true
gh-902243,1143,negative,negative,0.0200,true,negative,negative,true
gh-19025,6079,negative,negative,0.0900,true,negative,negative,true
gh-1840823,2503,positive,positive,1.0000,true,positive,positive,true
gh-4100394,2522,positive,positive,1.0000,true,positive,positive,true
gh-325108,3574,positive,positive,1.0000,true,positive,positive,true
gh-721972,1834,negative,negative,0.0000,true,negative,negative,true
gh-1529752,1524,negative,negative,0.0100,true,negative,negative,true
gh-158369,826,positive,positive,0.9900,true,positive,positive,true
gh-323617,2615,positive,positive,1.0000,true,positive,positive,true
gh-2452245,2740,positive,positive,1.0000,true,positive,positive,true
gh-2138034,4517,negative,negative,0.0100,true,negative,negative,true
gh-872375,987,negative,negative,0.0300,true,negative,negative,true
gh-3474089,4313,negative,negative,0.0000,true,negative,negative,true
gh-2158893,4856,positive,positive,1.0000,true,positive,positive,true
gh-480135,1864,negative,negative,0.0000,true,negative,negative,true
gh-2300391,1587,negative,negative,0.0000,true,negative,negative,true
gh-2181958,1729,negative,negative,0.0000,true,negative,negative,true
gh-506515,4559,negative,negative,0.0000,true,negative,negative,true
gh-850553,4837,positive,positive,1.0000,true,positive,positive,true
gh-3563551,2710,positive,positive,1.0000,true,positive,positive,true
gh-1813329,5853,positive,positive,0.9200,true,positive,positive,true
gh-38424,1101,negative,negative,0.0000,true,negative,negative,true
gh-3485815,3082,positive,positive,0.9700,true,positive,positive,true
gh-1819814,841,positive,positive,1.0000,true,positive,positive,true
gh-4314154,4670,positive,positive,1.0000,true,positive,positive,true
gh-3008039,117,positive,negative,0.4300,false,positive,positive,true
gh-2550215,1948,negative,negative,0.0000,true,negative,negative,true
gh-3204833,2201,negative,negative,0.0000,true,negative,negative,true
gh-2733181,777,positive,positive,1.0000,true,positive,positive,true
gh-2216587,4460,negative,positive,0.5600,false,positive,positive,false
gh-255351,4634,positive,negative,0.4900,false,positive,positive,true
gh-312604,4173,negative,negative,0.0000,true,negative,negative,true
gh-783749,1154,negative,negative,0.0000,true,negative,negative,true
gh-1713707,2939,positive,positive,1.0000,true,positive,positive,true
gh-3446723,3086,positive,positive,1.0000,true,positive,positive,true
gh-1043261,2326,negative,negative,0.0000,true,positive,positive,false
gh-259193,278,negative,negative,0.0000,true,negative,negative,true
gh-15075,3608,positive,negative,0.4300,false,positive,positive,true
gh-1861971,115,positive,positive,0.8100,true,positive,positive,true
gh-2570356,4796,positive,positive,1.0000,true,positive,positive,true
gh-170956,1327,negative,negative,0.0000,true,negative,negative,true
gh-114397,1656,negative,negative,0.0200,true,negative,negative,true
gh-877042,1828,negative,negative,0.0300,true,negative,negative,true
gh-36169,387,positive,positive,0.9800,true,positive,positive,true
gh-626553,1845,negative,negative,0.0000,true,negative,negative,true
gh-4058185,500,positive,positive,1.0000,true,positive,positive,true
gh-2281581,2838,positive,positive,1.0000,true,positive,positive,true
gh-2268499,1572,negative,negative,0.0000,true,negative,negative,true
gh-216556,1901,negative,negative,0.0000,true,negative,negative,true
gh-3832984,4503,negative,negative,0.0000,true,negative,negative,true
gh-345906,2607,positive,positive,1.0000,true,positive,positive,true
gh-1210049,5282,negative,negative,0.0200,true,negative,negative,true
gh-4615461,4667,positive,positive,1.0000,true,positive,positive,true
gh-1414534,2927,positive,positive,1.0000,true,positive,positive,true
gh-396873,2543,positive,positive,1.0000,true,positive,positive,true
gh-1040636,2067,negative,negative,0.4200,true,positive,positive,false
gh-6264884,4232,positive,positive,0.9000,true,positive,positive,true
gh-1146083,6066,negative,negative,0.0900,true,negative,negative,true
gh-306959,4892,positive,negative,0.4400,false,positive,positive,true
gh-4029026,2416,positive,positive,1.0000,true,positive,positive,true
gh-2276696,1580,negative,negative,0.0000,true,negative,negative,true
gh-2761549,4513,negative,negative,0.0100,true,negative,negative,true
gh-3193859,1607,negative,negative,0.0000,true,negative,negative,true
gh-256235,5389,positive,positive,0.9800,true,positive,positive,true
gh-150592,833,positive,positive,1.0000,true,positive,positive,true
gh-292356,4148,negative,negative,0.0300,true,positive,positive,false
gh-1033035,1432,positive,positive,0.9600,true,positive,positive,true
gh-3933220,5147,negative,negative,0.0000,true,negative,negative,true
gh-882451,4551,negative,negative,0.0000,true,negative,negative,true
gh-1005688,2479,positive,positive,1.0000,true,positive,positive,true
gh-5289129,4732,positive,positive,0.9400,true,positive,positive,true
gh-336429,2527,positive,positive,1.0000,true,positive,positive,true
gh-1040335,1423,positive,positive,0.9700,true,positive,positive,true
gh-2820465,1035,negative,negative,0.0100,true,negative,negative,true
gh-2475580,4712,positive,positive,0.9600,true,positive,positive,true
gh-2329291,2051,negative,negative,0.0600,true,negative,negative,true
gh-3604381,5588,negative,negative,0.1100,true,negative,negative,true
gh-170703,1040,negative,negative,0.3700,true,positive,positive,false
gh-4496019,4112,negative,negative,0.4500,true,positive,positive,false
gh-4550584,4226,positive,positive,1.0000,true,positive,positive,true
gh-2871307,4316,negative,positive,0.7100,false,positive,positive,false
gh-4201369,1829,negative,negative,0.0000,true,negative,negative,true
gh-467154,3967,positive,positive,0.8400,true,positive,positive,true
gh-502425,1758,negative,negative,0.0300,true,negative,negative,true
gh-333835,2627,positive,positive,0.9800,true,positive,positive,true
gh-455672,6082,positive,positive,1.0000,true,positive,positive,true
gh-3926838,5596,positive,positive,0.9900,true,positive,positive,true
gh-923939,3811,negative,negative,0.0000,true,negative,negative,true
gh-848995,1292,negative,negative,0.0000,true,negative,negative,true
gh-392940,1237,negative,negative,0.0000,true,negative,negative,true
gh-2521565,2759,positive,positive,1.0000,true,positive,positive,true
gh-325513,5305,positive,positive,1.0000,true,positive,positive,true
gh-1010338,1444,positive,positive,0.7700,true,positive,positive,true
gh-1009745,4543,negative,negative,0.4400,true,negative,negative,true
gh-2729204,2337,positive,positive,1.0000,true,positive,positive,true
gh-248870,1885,negative,negative,0.0200,true,negative,negative,true
gh-529788,5341,positive,positive,0.9900,true,positive,positive,true
gh-881956,4688,positive,positive,1.0000,true,positive,positive,true
gh-1180494,2315,negative,negative,0.0000,true,negative,negative,true
gh-561664,2554,positive,positive,1.0000,true,positive,positive,true
gh-4543270,4404,negative,negative,0.0000,true,negative,negative,true
gh-38475,2948,positive,positive,0.8700,true,positive,positive,true
gh-5309537,3640,negative,positive,0.7000,false,positive,positive,false
gh-79311,1657,negative,positive,1.0000,false,positive,positive,false
gh-229848,2685,positive,positive,0.9900,true,positive,positive,true
gh-214209,2701,positive,positive,1.0000,true,positive,positive,true
gh-631065,852,positive,negative,0.0200,false,positive,positive,true
gh-1606743,2357,positive,positive,0.7600,true,positive,positive,true
gh-1863969,4333,negative,negative,0.0000,true,negative,negative,true
gh-3892944,1371,positive,positive,1.0000,true,positive,positive,true
gh-864477,5635,positive,positive,0.9900,true,positive,positive,true
gh-227756,2684,positive,positive,1.0000,true,positive,positive,true
gh-951839,1998,negative,negative,0.0000,true,negative,negative,true
gh-2668305,2781,positive,positive,1.0000,true,positive,positive,true
gh-2282146,5044,negative,negative,0.0000,true,negative,negative,true
gh-3831593,2536,positive,positive,1.0000,true,positive,positive,true
gh-1414586,27,negative,negative,0.0100,true,negative,negative,true
gh-1041077,1415,positive,positive,0.9000,true,positive,positive,true
gh-426577,4314,negative,negative,0.2100,true,positive,positive,false
gh-685662,1163,negative,negative,0.0000,true,negative,negative,true
gh-345880,6035,positive,positive,1.0000,true,positive,positive,true
gh-3903006,669,positive,positive,1.0000,true,positive,positive,true
gh-487872,3076,positive,positive,1.0000,true,positive,positive,true
gh-6137308,4142,negative,negative,0.0100,true,negative,negative,true
gh-262709,2654,positive,positive,0.9600,true,positive,positive,true
gh-541137,2276,negative,negative,0.0000,true,negative,negative,true
gh-2260775,2868,positive,positive,1.0000,true,positive,positive,true
gh-5636734,4067,negative,negative,0.0000,true,negative,negative,true
gh-214963,1822,negative,negative,0.0000,true,negative,negative,true
gh-112620,4424,negative,negative,0.0100,true,negative,negative,true
gh-2287194,2807,positive,positive,0.9100,true,positive,positive,true
gh-175108,4125,negative,negative,0.0200,true,negative,negative,true
gh-610284,967,negative,negative,0.0000,true,negative,negative,true
gh-1205658,5160,positive,positive,0.9400,true,positive,positive,true
gh-3064663,5927,negative,negative,0.0100,true,negative,negative,true
gh-45385,3046,positive,positive,1.0000,true,positive,positive,true
gh-957487,5999,positive,positive,1.0000,true,positive,positive,true
gh-308824,2082,negative,negative,0.0000,true,negative,negative,true
gh-2287858,4855,positive,positive,0.9200,true,positive,positive,true
gh-2589439,3754,positive,positive,0.9900,true,positive,positive,true
gh-2332221,2121,negative,negative,0.0000,true,negative,negative,true
gh-474830,2450,positive,positive,1.0000,true,positive,positive,true
gh-3221100,176,positive,positive,0.9800,true,positive,positive,true
gh-1133133,369,positive,positive,1.0000,true,positive,positive,true
gh-1322767,2208,negative,negative,0.0100,true,negative,negative,true
gh-2111100,2077,negative,negative,0.0000,true,negative,negative,true
gh-2168518,2877,positive,positive,1.0000,true,positive,positive,true
gh-366063,2149,negative,negative,0.0300,true,negative,negative,true
gh-351890,2590,positive,positive,0.9500,true,positive,positive,true
gh-4935354,3890,positive,positive,1.0000,true,positive,positive,true
gh-2313292,2791,positive,positive,1.0000,true,positive,positive,true
gh-43086,1126,negative,negative,0.0000,true,negative,negative,true
gh-94498,2966,positive,positive,1.0000,true,positive,positive,true
gh-107037,5921,negative,negative,0.0000,true,negative,negative,true
gh-763914,1479,positive,positive,1.0000,true,positive,positive,true
gh-2268220,85,negative,negative,0.0000,true,negative,negative,true
gh-376338,1198,negative,negative,0.0100,true,positive,positive,false
gh-1518264,1149,negative,negative,0.0000,true,negative,negative,true
gh-89708,2974,positive,positive,0.8400,true,positive,positive,true
gh-331136,4279,negative,negative,0.0000,true,negative,negative,true
gh-2674637,3097,positive,positive,1.0000,true,positive,positive,true
gh-364619,2960,positive,negative,0.4500,false,positive,positive,true
gh-3985311,163,positive,positive,1.0000,true,positive,positive,true
gh-736375,252,negative,negative,0.0100,true,negative,negative,true
gh-1964078,1768,negative,negative,0.0000,true,negative,negative,true
gh-422519,4753,positive,positive,0.9300,true,positive,positive,true
gh-385021,2557,positive,negative,0.2500,false,positive,positive,true
gh-2781288,5507,negative,negative,0.0200,true,positive,positive,false
gh-2045805,1972,negative,negative,0.0500,true,positive,positive,false
gh-1879775,2103,negative,negative,0.0200,true,negative,negative,true
gh-86187,2984,positive,positive,1.0000,true,positive,positive,true
gh-93872,2969,positive,positive,1.0000,true,positive,positive,true
gh-2155726,4857,positive,positive,0.9400,true,positive,positive,true
gh-4237852,4253,positive,positive,0.9900,true,positive,positive,true
gh-1961043,2962,positive,positive,1.0000,true,positive,positive,true
gh-325174,2179,negative,negative,0.0000,true,negative,negative,true
gh-586595,4630,positive,positive,1.0000,true,positive,positive,true
